Sale_ID,Order_Date,Customer_ID,Product_ID,Channel_ID,Quantity_Sold,Discount_Percentage
2118,2021-04-30,C0025,P00002,CH00002,9,21.55
2119,2022-02-28,C0090,P00051,CH00003,6,7.35
2120,2022-03-31,C0100,P00016,CH00002,7,24.59
2121,2022-03-31,C0096,P00020,CH00002,7,5.63
2122,2023-05-31,C0077,P00019,CH00002,7,22.26
2123,2023-06-30,C0049,P00029,CH00001,4,19.12
2124,2023-11-30,C0096,P00053,CH00003,1,15.8
2125,2023-03-31,C0029,P00028,CH00003,1,7.81
2126,2023-06-30,C0032,P00049,CH00002,2,5.97
2127,2023-12-31,C0054,P00005,CH00002,9,3.36
2128,2024-03-31,C0071,P00058,CH00003,1,0.75
2129,2022-06-30,C0003,P00053,CH00002,3,8.93
2130,2024-04-30,C0050,P00007,CH00001,8,4.92
2131,2023-09-30,C0052,P00004,CH00002,7,23.76
2132,2024-11-30,C0040,P00008,CH00001,10,10.74
2133,2022-05-31,C0076,P00033,CH00001,4,17.43
2134,2022-08-31,C0046,P00054,CH00003,3,29.9
2135,2022-09-30,C0089,P00054,CH00002,1,18.21
2136,2023-01-31,C0039,P00022,CH00003,8,18.33
2137,2024-10-31,C0074,P00029,CH00003,8,18.52
2138,2024-05-31,C0054,P00053,CH00003,8,27.49
2139,2022-11-30,C0072,P00042,CH00002,5,7.3
2140,2023-08-31,C0078,P00004,CH00001,4,26.02
2141,2021-10-31,C0031,P00041,CH00002,4,3.42
2142,2022-07-31,C0021,P00027,CH00001,3,5.82
2143,2022-07-31,C0029,P00051,CH00002,9,20.18
2144,2022-06-30,C0005,P00048,CH00002,9,2.54
2145,2024-05-31,C0065,P00040,CH00002,6,14.17
2146,2021-11-30,C0097,P00041,CH00003,4,18.77
2147,2024-04-30,C0072,P00053,CH00003,2,21.9
2148,2023-11-30,C0062,P00047,CH00002,1,0.64
2149,2021-07-31,C0005,P00024,CH00001,4,27.63
2150,2024-01-31,C0015,P00010,CH00002,1,0.56
2151,2021-02-28,C0071,P00008,CH00003,7,17.17
2152,2022-09-30,C0030,P00034,CH00003,5,23.36
2153,2021-12-31,C0025,P00045,CH00002,1,11.6
2154,2021-06-30,C0054,P00047,CH00003,5,5.8
2155,2023-03-31,C0099,P00024,CH00003,1,25.45
2156,2021-07-31,C0027,P00036,CH00003,7,16.89
2157,2021-11-30,C0094,P00021,CH00003,7,7.97
2158,2024-03-31,C0034,P00023,CH00002,2,28.16
2159,2022-04-30,C0023,P00054,CH00003,5,8.09
2160,2024-06-30,C0010,P00009,CH00001,8,22.93
2161,2024-01-31,C0091,P00054,CH00003,3,3.54
2162,2022-09-30,C0057,P00030,CH00001,1,25.04
2163,2022-07-31,C0084,P00025,CH00002,5,28.81
2164,2023-07-31,C0038,P00054,CH00002,1,29.68
2165,2023-08-31,C0042,P00034,CH00001,1,14.08
2166,2022-02-28,C0028,P00036,CH00003,1,21.51
2167,2024-10-31,C0060,P00032,CH00002,9,28.39
2168,2022-12-31,C0046,P00058,CH00002,4,21.74
2169,2023-07-31,C0055,P00060,CH00002,2,24.37
2170,2023-05-31,C0048,P00059,CH00001,8,19.71
2171,2022-12-31,C0066,P00028,CH00001,4,1.0
2172,2021-09-30,C0012,P00033,CH00002,5,6.63
2173,2024-07-31,C0004,P00001,CH00002,6,9.42
2174,2021-10-31,C0028,P00018,CH00002,9,28.8
2175,2024-01-31,C0094,P00054,CH00001,3,17.17
2176,2024-01-31,C0093,P00012,CH00003,5,4.05
2177,2024-07-31,C0062,P00052,CH00001,3,26.89
2178,2021-01-31,C0019,P00002,CH00002,5,3.14
2179,2024-11-30,C0033,P00038,CH00002,6,14.24
2180,2021-08-31,C0092,P00052,CH00003,9,7.51
2181,2022-03-31,C0083,P00023,CH00002,3,15.81
2182,2022-08-31,C0052,P00032,CH00003,7,11.84
2183,2022-01-31,C0086,P00009,CH00002,4,13.36
2184,2024-06-30,C0057,P00011,CH00003,4,18.21
2185,2021-05-31,C0075,P00023,CH00002,5,14.34
2186,2021-12-31,C0004,P00036,CH00003,1,3.82
2187,2023-11-30,C0065,P00024,CH00002,4,2.37
2188,2024-08-31,C0008,P00017,CH00001,8,21.02
2189,2022-03-31,C0063,P00003,CH00001,8,13.91
2190,2022-11-30,C0084,P00004,CH00001,9,3.06
2191,2022-07-31,C0099,P00008,CH00001,2,6.01
2192,2022-02-28,C0045,P00032,CH00002,4,18.72
2193,2023-05-31,C0080,P00039,CH00003,10,29.83
2194,2024-03-31,C0037,P00054,CH00001,6,16.04
2195,2022-06-30,C0075,P00038,CH00001,6,9.83
2196,2022-02-28,C0098,P00019,CH00003,9,23.82
2197,2021-02-28,C0082,P00011,CH00001,4,23.45
2198,2023-01-31,C0033,P00035,CH00002,4,23.95
2199,2024-04-30,C0036,P00047,CH00002,6,14.63
2200,2021-05-31,C0051,P00013,CH00003,1,17.79
2201,2024-11-30,C0073,P00048,CH00002,10,0.49
2202,2021-09-30,C0025,P00014,CH00001,7,6.81
2203,2022-03-31,C0055,P00041,CH00001,3,0.21
2204,2022-09-30,C0048,P00012,CH00002,7,27.74
2205,2024-03-31,C0020,P00049,CH00003,3,16.41
2206,2023-06-30,C0078,P00021,CH00002,6,25.07
2207,2023-02-28,C0068,P00058,CH00001,2,18.41
2208,2023-06-30,C0014,P00011,CH00001,9,7.49
2209,2023-08-31,C0083,P00046,CH00002,2,17.31
2210,2021-10-31,C0017,P00040,CH00001,5,18.87
2211,2022-03-31,C0022,P00025,CH00001,10,22.37
2212,2023-06-30,C0076,P00058,CH00003,10,9.57
2213,2024-01-31,C0018,P00030,CH00001,4,16.45
2214,2023-08-31,C0033,P00032,CH00001,9,25.52
2215,2024-12-31,C0082,P00007,CH00002,6,4.19
2216,2023-09-30,C0099,P00028,CH00003,10,10.42
2217,2023-04-30,C0066,P00031,CH00001,10,25.12
2218,2023-02-28,C0013,P00021,CH00002,9,6.22
2219,2022-10-31,C0012,P00014,CH00003,9,19.95
2220,2024-01-31,C0076,P00027,CH00001,8,12.46
2221,2021-12-31,C0077,P00044,CH00003,3,1.38
2222,2022-10-31,C0079,P00017,CH00002,10,29.03
2223,2024-06-30,C0089,P00012,CH00003,3,16.21
2224,2024-03-31,C0072,P00028,CH00001,3,12.94
2225,2021-10-31,C0033,P00020,CH00002,7,6.44
2226,2024-01-31,C0095,P00034,CH00001,5,0.39
2227,2022-07-31,C0044,P00059,CH00002,5,20.22
2228,2023-07-31,C0007,P00060,CH00002,4,0.5
2229,2022-10-31,C0081,P00014,CH00003,2,22.12
2230,2023-06-30,C0083,P00026,CH00001,8,2.7
2231,2022-07-31,C0059,P00046,CH00002,9,8.62
2232,2024-07-31,C0014,P00038,CH00002,4,21.29
2233,2022-10-31,C0014,P00023,CH00001,5,20.41
2234,2021-09-30,C0035,P00050,CH00002,4,13.7
2235,2022-08-31,C0011,P00030,CH00002,5,10.36
2236,2022-02-28,C0022,P00028,CH00002,7,10.4
2237,2021-08-31,C0076,P00028,CH00001,6,27.23
2238,2023-09-30,C0056,P00002,CH00003,6,17.21
2239,2024-06-30,C0036,P00004,CH00002,4,20.59
2240,2022-12-31,C0034,P00007,CH00003,2,17.88
2241,2023-06-30,C0012,P00057,CH00002,8,0.46
2242,2021-01-31,C0096,P00036,CH00003,5,12.39
2243,2021-12-31,C0020,P00015,CH00001,2,14.36
2244,2024-04-30,C0096,P00036,CH00003,6,8.89
2245,2023-01-31,C0049,P00009,CH00003,6,9.71
2246,2021-04-30,C0004,P00014,CH00002,3,20.21
2247,2021-01-31,C0064,P00026,CH00001,1,26.75
2248,2022-04-30,C0094,P00030,CH00002,8,5.93
2249,2023-03-31,C0002,P00059,CH00002,6,29.2
2250,2024-06-30,C0010,P00059,CH00001,7,22.71
2251,2022-12-31,C0063,P00004,CH00001,8,9.67
2252,2024-03-31,C0079,P00011,CH00003,6,20.35
2253,2024-08-31,C0092,P00049,CH00003,7,11.16
2254,2021-03-31,C0041,P00022,CH00002,2,18.96
2255,2024-12-31,C0006,P00059,CH00001,7,5.45
2256,2022-05-31,C0086,P00040,CH00001,5,28.81
2257,2022-08-31,C0036,P00048,CH00003,7,26.59
2258,2023-03-31,C0022,P00035,CH00003,6,27.98
2259,2024-01-31,C0032,P00038,CH00002,5,24.28
2260,2023-11-30,C0027,P00055,CH00003,10,16.92
2261,2024-03-31,C0085,P00052,CH00001,3,1.51
2262,2021-07-31,C0081,P00017,CH00002,6,8.19
2263,2021-02-28,C0020,P00013,CH00003,8,20.54
2264,2021-06-30,C0013,P00042,CH00001,7,19.81
2265,2024-10-31,C0074,P00047,CH00002,3,27.8
2266,2024-04-30,C0012,P00022,CH00001,5,22.02
2267,2021-10-31,C0051,P00029,CH00002,6,16.1
2268,2023-09-30,C0071,P00053,CH00002,9,19.86
2269,2021-02-28,C0016,P00017,CH00001,3,11.48
2270,2024-08-31,C0036,P00044,CH00001,8,2.3
2271,2022-01-31,C0083,P00050,CH00002,3,14.73
2272,2022-02-28,C0004,P00028,CH00002,5,14.87
2273,2021-01-31,C0021,P00043,CH00002,8,14.9
2274,2022-10-31,C0028,P00002,CH00001,2,26.75
2275,2022-03-31,C0025,P00042,CH00001,6,9.47
2276,2024-03-31,C0018,P00018,CH00003,1,2.25
2277,2023-09-30,C0092,P00059,CH00002,2,28.81
2278,2022-02-28,C0051,P00058,CH00001,10,24.72
2279,2022-05-31,C0086,P00039,CH00003,8,27.15
2280,2024-10-31,C0085,P00043,CH00002,4,14.19
2281,2021-05-31,C0043,P00055,CH00003,9,16.11
2282,2021-09-30,C0026,P00029,CH00003,10,23.19
2283,2022-03-31,C0011,P00020,CH00003,5,0.88
2284,2024-11-30,C0089,P00041,CH00003,5,18.97
2285,2023-02-28,C0062,P00050,CH00001,5,25.68
2286,2022-10-31,C0076,P00028,CH00001,4,21.86
2287,2022-01-31,C0076,P00028,CH00001,9,11.61
2288,2022-04-30,C0035,P00031,CH00001,2,17.43
2289,2024-03-31,C0075,P00048,CH00002,5,20.55
2290,2023-02-28,C0016,P00015,CH00003,5,0.35
2291,2024-09-30,C0084,P00017,CH00002,9,26.31
2292,2023-06-30,C0064,P00031,CH00001,10,21.33
2293,2023-12-31,C0074,P00059,CH00001,4,12.24
2294,2022-06-30,C0061,P00059,CH00002,1,28.27
2295,2023-11-30,C0005,P00022,CH00001,9,13.47
2296,2023-07-31,C0016,P00037,CH00002,1,19.13
2297,2024-02-29,C0091,P00021,CH00003,2,3.01
2298,2022-05-31,C0054,P00024,CH00003,1,11.19
2299,2024-10-31,C0026,P00023,CH00002,7,0.04
2300,2024-05-31,C0008,P00034,CH00003,8,2.18
2301,2024-09-30,C0076,P00021,CH00002,2,18.84
2302,2024-10-31,C0100,P00034,CH00002,1,23.71
2303,2022-05-31,C0017,P00027,CH00001,8,11.07
2304,2024-02-29,C0022,P00018,CH00002,1,23.44
2305,2021-10-31,C0039,P00013,CH00002,6,22.89
2306,2023-05-31,C0086,P00010,CH00002,9,17.87
2307,2021-05-31,C0033,P00013,CH00003,4,4.48
2308,2022-02-28,C0029,P00059,CH00002,10,7.07
2309,2023-01-31,C0038,P00019,CH00001,9,19.58
2310,2021-06-30,C0058,P00030,CH00001,2,27.45
2311,2022-07-31,C0088,P00041,CH00003,2,4.98
2312,2023-05-31,C0043,P00020,CH00003,5,2.11
2313,2023-08-31,C0092,P00019,CH00002,4,9.71
2314,2023-07-31,C0060,P00048,CH00003,4,25.43
2315,2022-10-31,C0097,P00037,CH00003,9,11.46
2316,2024-04-30,C0025,P00055,CH00003,10,29.11
2317,2021-08-31,C0089,P00053,CH00003,4,13.73
2318,2022-09-30,C0096,P00054,CH00002,4,2.76
2319,2023-10-31,C0072,P00001,CH00001,8,22.79
2320,2024-09-30,C0096,P00006,CH00003,5,8.29
2321,2021-10-31,C0061,P00051,CH00001,1,26.49
2322,2023-01-31,C0080,P00010,CH00003,9,13.74
2323,2021-08-31,C0035,P00010,CH00001,7,13.42
2324,2021-04-30,C0015,P00042,CH00003,6,8.08
2325,2022-09-30,C0065,P00047,CH00001,10,29.75
2326,2024-03-31,C0016,P00053,CH00003,9,1.01
2327,2024-06-30,C0058,P00036,CH00003,6,3.52
2328,2022-05-31,C0012,P00013,CH00001,8,13.88
2329,2022-10-31,C0001,P00007,CH00002,9,22.88
2330,2023-06-30,C0092,P00018,CH00001,2,23.52
2331,2022-10-31,C0083,P00040,CH00002,4,27.3
2332,2023-09-30,C0008,P00004,CH00001,2,8.9
2333,2022-05-31,C0044,P00003,CH00003,1,16.54
2334,2023-02-28,C0005,P00013,CH00001,9,14.58
2335,2023-05-31,C0041,P00006,CH00003,7,18.7
2336,2021-02-28,C0090,P00046,CH00001,10,28.88
2337,2023-02-28,C0057,P00044,CH00001,1,1.39
2338,2021-11-30,C0017,P00039,CH00002,2,23.37
2339,2023-05-31,C0036,P00034,CH00002,6,23.33
2340,2023-04-30,C0023,P00027,CH00003,10,4.81
2341,2024-02-29,C0079,P00023,CH00001,2,3.22
2342,2024-06-30,C0093,P00034,CH00003,10,29.33
2343,2024-06-30,C0001,P00044,CH00002,6,22.89
2344,2022-04-30,C0026,P00028,CH00002,5,22.91
2345,2021-02-28,C0092,P00038,CH00003,8,29.95
2346,2022-12-31,C0055,P00043,CH00003,9,29.61
2347,2022-02-28,C0089,P00005,CH00003,1,22.21
2348,2022-08-31,C0081,P00035,CH00003,1,0.56
2349,2022-10-31,C0046,P00005,CH00001,7,18.82
2350,2023-08-31,C0019,P00017,CH00002,5,7.4
2351,2021-06-30,C0048,P00022,CH00003,5,10.23
2352,2024-07-31,C0056,P00009,CH00001,5,23.56
2353,2022-12-31,C0075,P00058,CH00002,1,11.79
2354,2021-12-31,C0074,P00014,CH00001,3,4.46
2355,2023-07-31,C0023,P00006,CH00003,5,5.24
2356,2023-10-31,C0088,P00036,CH00002,8,12.15
2357,2023-12-31,C0038,P00047,CH00003,3,11.87
2358,2022-12-31,C0100,P00001,CH00002,7,9.95
2359,2022-10-31,C0040,P00060,CH00002,6,0.95
2360,2022-08-31,C0030,P00042,CH00001,8,15.85
2361,2023-08-31,C0069,P00007,CH00002,10,8.24
2362,2021-09-30,C0014,P00036,CH00003,6,11.73
2363,2024-01-31,C0029,P00026,CH00001,10,26.09
2364,2023-06-30,C0088,P00043,CH00001,7,2.63
2365,2021-04-30,C0068,P00036,CH00002,6,27.26
2366,2022-07-31,C0099,P00037,CH00003,8,17.32
2367,2021-10-31,C0058,P00034,CH00003,3,22.81
2368,2024-08-31,C0097,P00057,CH00003,9,25.38
2369,2023-05-31,C0069,P00023,CH00002,8,21.78
2370,2024-06-30,C0076,P00030,CH00002,6,14.93
2371,2021-01-31,C0099,P00003,CH00001,4,14.12
2372,2023-09-30,C0024,P00060,CH00002,1,25.73
2373,2023-05-31,C0066,P00023,CH00002,1,1.81
2374,2021-04-30,C0091,P00008,CH00001,6,12.99
2375,2022-05-31,C0010,P00019,CH00002,7,9.67
2376,2022-09-30,C0078,P00045,CH00001,9,9.84
2377,2022-07-31,C0055,P00025,CH00003,7,0.87
2378,2021-02-28,C0040,P00060,CH00003,2,20.28
2379,2021-09-30,C0047,P00006,CH00002,1,17.11
2380,2021-07-31,C0018,P00007,CH00001,5,0.22
2381,2024-11-30,C0040,P00018,CH00003,7,19.28
2382,2023-05-31,C0008,P00013,CH00001,10,13.04
2383,2022-09-30,C0034,P00046,CH00002,1,6.63
2384,2021-06-30,C0017,P00006,CH00003,7,11.6
2385,2022-04-30,C0039,P00019,CH00002,6,15.01
2386,2021-07-31,C0074,P00053,CH00002,6,7.32
2387,2023-03-31,C0081,P00037,CH00001,6,9.38
2388,2022-09-30,C0097,P00023,CH00003,9,7.03
2389,2022-07-31,C0089,P00003,CH00003,7,6.12
2390,2023-10-31,C0034,P00005,CH00001,6,24.94
2391,2023-07-31,C0087,P00040,CH00002,1,17.45
2392,2024-07-31,C0081,P00017,CH00001,4,28.2
2393,2024-03-31,C0013,P00044,CH00002,10,6.88
2394,2024-11-30,C0041,P00045,CH00002,7,11.16
2395,2024-10-31,C0018,P00014,CH00001,9,9.28
2396,2022-12-31,C0081,P00050,CH00002,4,16.04
2397,2024-09-30,C0004,P00022,CH00001,10,25.03
2398,2021-08-31,C0031,P00006,CH00002,5,20.77
2399,2024-03-31,C0078,P00004,CH00002,4,18.16
2400,2023-04-30,C0071,P00027,CH00003,1,0.76
2401,2023-08-31,C0030,P00023,CH00002,1,11.26
2402,2024-08-31,C0066,P00059,CH00002,6,11.1
2403,2022-08-31,C0081,P00030,CH00002,3,27.31
2404,2023-10-31,C0095,P00034,CH00002,2,23.19
2405,2022-04-30,C0075,P00060,CH00001,1,17.36
2406,2022-10-31,C0039,P00001,CH00002,10,4.64
2407,2024-03-31,C0047,P00017,CH00002,6,2.0
2408,2024-07-31,C0017,P00057,CH00003,5,20.76
2409,2021-11-30,C0056,P00003,CH00001,1,2.47
2410,2024-12-31,C0057,P00026,CH00001,5,22.55
2411,2021-12-31,C0003,P00030,CH00001,5,29.24
2412,2022-06-30,C0059,P00006,CH00001,5,4.13
2413,2024-03-31,C0032,P00030,CH00003,7,23.02
2414,2023-08-31,C0095,P00023,CH00001,4,13.83
2415,2024-03-31,C0007,P00049,CH00002,10,10.05
2416,2023-04-30,C0020,P00014,CH00002,4,13.94
2417,2023-07-31,C0085,P00050,CH00001,4,9.32
2418,2021-10-31,C0080,P00027,CH00002,10,12.07
2419,2022-11-30,C0067,P00002,CH00003,7,20.03
2420,2021-02-28,C0010,P00010,CH00002,2,8.8
2421,2024-02-29,C0023,P00055,CH00001,5,24.66
2422,2021-04-30,C0007,P00016,CH00001,2,0.7
2423,2024-06-30,C0080,P00045,CH00002,2,19.88
2424,2024-03-31,C0026,P00002,CH00003,6,15.2
2425,2022-02-28,C0041,P00045,CH00003,4,7.1
2426,2024-05-31,C0046,P00042,CH00003,2,18.63
2427,2022-10-31,C0019,P00024,CH00003,2,15.69
2428,2024-01-31,C0042,P00023,CH00001,4,8.14
2429,2021-09-30,C0046,P00047,CH00003,6,21.15
2430,2024-04-30,C0063,P00052,CH00003,7,12.01
2431,2024-06-30,C0022,P00022,CH00002,7,1.99
2432,2022-01-31,C0024,P00036,CH00001,8,1.07
2433,2023-09-30,C0022,P00039,CH00001,2,12.64
2434,2024-02-29,C0001,P00031,CH00003,5,19.39
2435,2022-03-31,C0029,P00031,CH00001,9,14.56
2436,2022-10-31,C0059,P00011,CH00002,10,10.19
2437,2022-12-31,C0001,P00040,CH00001,8,23.23
2438,2024-12-31,C0043,P00024,CH00002,7,2.11
2439,2022-11-30,C0013,P00005,CH00001,3,22.36
2440,2022-10-31,C0085,P00031,CH00002,7,29.09
2441,2023-10-31,C0010,P00010,CH00002,9,21.65
2442,2022-07-31,C0068,P00036,CH00001,7,4.22
2443,2022-05-31,C0060,P00051,CH00003,2,24.13
2444,2021-06-30,C0040,P00030,CH00003,9,15.24
2445,2022-04-30,C0065,P00040,CH00001,6,26.21
2446,2022-07-31,C0089,P00032,CH00001,3,23.36
2447,2022-09-30,C0040,P00032,CH00003,3,22.44
2448,2024-12-31,C0067,P00048,CH00001,7,19.48
2449,2021-12-31,C0022,P00008,CH00003,10,23.25
2450,2021-11-30,C0088,P00050,CH00002,5,28.11
2451,2023-07-31,C0079,P00023,CH00002,6,25.48
2452,2023-03-31,C0014,P00001,CH00001,7,21.55
2453,2024-09-30,C0014,P00039,CH00002,2,25.77
2454,2022-11-30,C0098,P00051,CH00003,4,3.71
2455,2023-01-31,C0090,P00012,CH00002,2,26.39
2456,2024-11-30,C0086,P00008,CH00002,3,6.45
2457,2021-09-30,C0057,P00008,CH00003,5,1.83
2458,2023-09-30,C0054,P00004,CH00002,1,16.17
2459,2021-04-30,C0013,P00028,CH00002,3,4.27
2460,2022-10-31,C0028,P00024,CH00003,8,17.52
2461,2023-12-31,C0034,P00010,CH00002,6,9.36
2462,2023-11-30,C0041,P00033,CH00003,5,1.71
2463,2022-12-31,C0007,P00013,CH00002,4,8.45
2464,2023-05-31,C0004,P00025,CH00002,3,3.61
2465,2024-04-30,C0061,P00030,CH00001,2,15.62
2466,2022-05-31,C0100,P00045,CH00003,1,27.0
2467,2022-02-28,C0056,P00044,CH00003,3,18.97
2468,2023-06-30,C0017,P00044,CH00003,9,28.64
2469,2023-08-31,C0071,P00059,CH00001,7,25.7
2470,2022-11-30,C0024,P00057,CH00001,1,23.87
2471,2023-07-31,C0096,P00059,CH00003,8,27.73
2472,2022-07-31,C0061,P00046,CH00003,1,3.47
2473,2021-03-31,C0090,P00045,CH00003,8,20.88
2474,2024-07-31,C0037,P00058,CH00001,9,4.85
2475,2022-03-31,C0050,P00050,CH00001,10,1.0
2476,2022-01-31,C0029,P00016,CH00001,3,9.12
2477,2024-10-31,C0020,P00037,CH00003,1,5.91
2478,2024-06-30,C0021,P00001,CH00003,4,16.86
2479,2021-02-28,C0094,P00045,CH00002,4,7.42
2480,2021-03-31,C0088,P00034,CH00003,6,15.69
2481,2024-09-30,C0001,P00032,CH00001,6,9.14
2482,2023-07-31,C0042,P00012,CH00003,1,12.98
2483,2021-02-28,C0058,P00018,CH00001,5,26.66
2484,2021-11-30,C0070,P00046,CH00003,1,6.43
2485,2021-11-30,C0075,P00045,CH00001,9,8.48
2486,2023-09-30,C0100,P00020,CH00003,8,0.7
2487,2021-03-31,C0057,P00042,CH00002,3,25.85
2488,2021-08-31,C0099,P00056,CH00001,4,8.1
2489,2022-12-31,C0092,P00002,CH00001,5,6.94
2490,2023-10-31,C0057,P00056,CH00003,5,29.28
2491,2023-07-31,C0096,P00052,CH00002,5,3.17
2492,2021-03-31,C0024,P00006,CH00002,1,14.17
2493,2021-01-31,C0018,P00029,CH00001,2,21.3
2494,2021-03-31,C0066,P00032,CH00002,8,26.72
2495,2024-09-30,C0035,P00057,CH00003,3,17.17
2496,2021-02-28,C0073,P00016,CH00001,8,20.93
2497,2023-09-30,C0009,P00026,CH00001,6,15.06
2498,2022-08-31,C0027,P00050,CH00003,7,16.75
2499,2022-09-30,C0070,P00020,CH00003,10,17.39
2500,2024-11-30,C0040,P00046,CH00003,4,24.68
2501,2024-01-31,C0010,P00002,CH00001,2,6.38
2502,2024-02-29,C0076,P00031,CH00003,7,7.77
2503,2022-10-31,C0078,P00016,CH00001,9,26.61
2504,2023-07-31,C0040,P00006,CH00003,6,16.08
2505,2022-04-30,C0079,P00033,CH00003,4,10.96
2506,2022-02-28,C0040,P00035,CH00002,10,0.44
2507,2022-09-30,C0039,P00059,CH00001,4,26.99
2508,2023-05-31,C0013,P00048,CH00003,10,1.99
2509,2021-11-30,C0098,P00044,CH00003,7,5.19
2510,2024-07-31,C0037,P00050,CH00001,3,23.2
2511,2024-12-31,C0096,P00050,CH00003,2,11.69
2512,2022-05-31,C0073,P00041,CH00001,1,28.02
2513,2022-07-31,C0069,P00021,CH00003,8,3.77
2514,2024-03-31,C0029,P00020,CH00002,5,7.14
2515,2024-05-31,C0055,P00001,CH00002,5,25.19
2516,2024-04-30,C0022,P00029,CH00002,10,22.33
2517,2021-09-30,C0074,P00055,CH00001,2,9.55
2518,2023-09-30,C0028,P00019,CH00001,2,28.82
2519,2021-11-30,C0063,P00009,CH00003,5,23.71
2520,2022-09-30,C0007,P00006,CH00001,10,16.38
2521,2021-07-31,C0010,P00008,CH00001,1,0.17
2522,2023-11-30,C0026,P00029,CH00001,5,6.85
2523,2023-06-30,C0049,P00021,CH00003,4,18.91
2524,2024-11-30,C0070,P00036,CH00001,5,29.36
2525,2023-09-30,C0029,P00058,CH00001,5,21.01
2526,2023-12-31,C0019,P00029,CH00001,1,3.38
2527,2024-10-31,C0065,P00034,CH00002,6,3.47
2528,2022-08-31,C0075,P00045,CH00003,7,0.41
2529,2022-09-30,C0068,P00053,CH00003,8,13.08
2530,2021-04-30,C0096,P00007,CH00002,6,6.85
2531,2024-11-30,C0066,P00038,CH00002,6,19.73
2532,2023-12-31,C0081,P00017,CH00003,5,26.7
2533,2024-09-30,C0031,P00035,CH00001,10,28.54
2534,2023-12-31,C0001,P00052,CH00001,10,23.59
2535,2024-09-30,C0097,P00005,CH00001,6,12.49
2536,2023-12-31,C0070,P00012,CH00002,7,3.62
2537,2023-02-28,C0024,P00034,CH00003,1,5.04
2538,2023-04-30,C0038,P00007,CH00003,1,4.19
2539,2022-02-28,C0090,P00004,CH00003,2,28.87
2540,2021-12-31,C0099,P00042,CH00002,9,20.41
2541,2024-05-31,C0039,P00032,CH00001,5,27.27
2542,2022-10-31,C0006,P00041,CH00002,7,12.96
2543,2021-02-28,C0052,P00007,CH00002,5,1.43
2544,2024-03-31,C0007,P00033,CH00002,1,12.46
2545,2021-09-30,C0023,P00032,CH00003,10,4.35
2546,2021-08-31,C0021,P00025,CH00003,7,25.38
2547,2021-08-31,C0062,P00052,CH00002,4,14.05
2548,2022-12-31,C0017,P00055,CH00001,7,3.15
2549,2022-10-31,C0071,P00040,CH00001,4,3.99
2550,2024-06-30,C0088,P00010,CH00001,2,22.3
2551,2021-08-31,C0053,P00039,CH00001,3,29.67
2552,2024-12-31,C0014,P00044,CH00001,7,0.37
2553,2022-10-31,C0063,P00021,CH00003,9,9.87
2554,2021-05-31,C0007,P00027,CH00003,1,21.51
2555,2021-10-31,C0046,P00052,CH00003,10,26.25
2556,2024-03-31,C0012,P00034,CH00002,2,29.75
2557,2022-04-30,C0017,P00058,CH00002,7,18.05
2558,2021-08-31,C0023,P00004,CH00001,10,1.56
2559,2021-01-31,C0100,P00042,CH00002,7,26.65
2560,2021-08-31,C0035,P00055,CH00003,8,11.91
2561,2022-09-30,C0097,P00030,CH00002,7,2.87
2562,2021-06-30,C0086,P00060,CH00003,9,29.79
2563,2023-07-31,C0096,P00039,CH00001,7,11.79
2564,2024-01-31,C0088,P00042,CH00002,5,15.67
2565,2022-03-31,C0043,P00059,CH00003,5,11.04
2566,2024-02-29,C0053,P00058,CH00001,1,28.85
2567,2021-07-31,C0082,P00059,CH00002,7,5.57
2568,2022-05-31,C0097,P00001,CH00002,7,13.77
2569,2021-09-30,C0044,P00017,CH00002,8,20.44
2570,2021-03-31,C0041,P00036,CH00001,1,2.9
2571,2024-08-31,C0094,P00038,CH00003,4,23.0
2572,2021-07-31,C0085,P00008,CH00003,4,0.75
2573,2023-03-31,C0054,P00038,CH00002,10,27.38
2574,2023-12-31,C0030,P00049,CH00002,9,27.82
2575,2022-08-31,C0067,P00040,CH00001,3,15.42
2576,2021-11-30,C0094,P00012,CH00003,2,21.48
2577,2021-08-31,C0004,P00039,CH00001,10,20.02
2578,2024-12-31,C0019,P00043,CH00003,6,20.87
2579,2021-12-31,C0009,P00032,CH00002,8,1.05
2580,2024-12-31,C0029,P00045,CH00001,10,2.95
2581,2023-12-31,C0086,P00035,CH00003,9,6.25
2582,2021-02-28,C0034,P00001,CH00002,4,18.29
2583,2022-10-31,C0064,P00035,CH00003,2,14.5
2584,2024-02-29,C0057,P00002,CH00001,9,26.08
2585,2023-01-31,C0100,P00034,CH00003,6,16.68
2586,2022-07-31,C0097,P00010,CH00003,3,19.75
2587,2022-06-30,C0060,P00029,CH00003,7,11.12
2588,2022-01-31,C0054,P00033,CH00001,5,28.47
2589,2022-01-31,C0078,P00049,CH00003,4,16.59
2590,2023-11-30,C0001,P00021,CH00002,7,22.13
2591,2024-01-31,C0012,P00050,CH00002,1,15.57
2592,2023-05-31,C0084,P00008,CH00002,9,17.29
2593,2024-03-31,C0056,P00040,CH00003,5,20.65
2594,2022-11-30,C0088,P00025,CH00002,5,19.98
2595,2022-10-31,C0090,P00005,CH00002,8,28.33
2596,2024-06-30,C0073,P00060,CH00001,10,11.47
2597,2022-07-31,C0017,P00032,CH00002,6,16.99
2598,2024-03-31,C0080,P00015,CH00003,4,19.03
