Sale_ID,Order_Date,Customer_ID,Product_ID,Channel_ID,Quantity_Sold,Discount_Percentage
497,2022-11-30,C0030,P00018,CH00002,4,25.69
498,2023-03-31,C0052,P00048,CH00002,4,19.36
499,2023-08-31,C0014,P00059,CH00003,7,18.24
500,2021-12-31,C0042,P00035,CH00001,1,7.03
501,2024-05-31,C0037,P00019,CH00001,1,16.32
502,2024-10-31,C0070,P00003,CH00002,9,15.85
503,2021-10-31,C0075,P00037,CH00003,8,21.11
504,2024-07-31,C0019,P00046,CH00001,2,15.66
505,2023-08-31,C0059,P00043,CH00001,4,4.38
506,2021-04-30,C0045,P00057,CH00003,9,18.07
507,2021-05-31,C0038,P00023,CH00003,9,22.38
508,2023-03-31,C0073,P00049,CH00002,1,20.8
509,2023-03-31,C0014,P00034,CH00001,4,4.89
510,2022-09-30,C0082,P00002,CH00002,4,15.39
511,2024-08-31,C0063,P00040,CH00003,2,23.49
512,2022-10-31,C0048,P00019,CH00003,8,27.27
513,2021-08-31,C0030,P00056,CH00002,2,0.61
514,2023-09-30,C0087,P00016,CH00002,1,14.58
515,2023-04-30,C0052,P00036,CH00003,1,6.88
516,2021-11-30,C0035,P00047,CH00003,3,13.37
517,2024-01-31,C0087,P00049,CH00003,9,29.3
518,2022-12-31,C0008,P00016,CH00003,5,6.59
519,2021-09-30,C0078,P00003,CH00001,5,19.08
520,2022-04-30,C0017,P00037,CH00001,10,17.03
521,2023-09-30,C0013,P00022,CH00001,5,13.82
522,2023-03-31,C0021,P00020,CH00003,8,23.74
523,2023-02-28,C0011,P00055,CH00003,6,6.81
524,2021-10-31,C0097,P00010,CH00001,1,7.69
525,2023-10-31,C0058,P00020,CH00003,3,14.51
526,2024-09-30,C0005,P00010,CH00003,3,3.16
527,2024-07-31,C0099,P00008,CH00001,5,11.72
528,2022-06-30,C0093,P00011,CH00002,5,19.18
529,2022-02-28,C0054,P00052,CH00003,9,17.56
530,2022-07-31,C0028,P00033,CH00003,2,26.25
531,2024-08-31,C0065,P00005,CH00001,9,29.06
532,2024-09-30,C0044,P00031,CH00003,1,25.43
533,2022-09-30,C0071,P00005,CH00003,7,26.8
534,2023-09-30,C0019,P00059,CH00002,8,6.24
535,2023-01-31,C0028,P00033,CH00002,3,25.9
536,2024-09-30,C0095,P00050,CH00002,7,21.83
537,2021-11-30,C0087,P00025,CH00001,8,10.41
538,2022-03-31,C0079,P00026,CH00002,8,27.05
539,2022-03-31,C0071,P00022,CH00002,1,20.99
540,2021-04-30,C0002,P00046,CH00003,1,23.9
541,2022-09-30,C0028,P00052,CH00001,4,13.11
542,2023-07-31,C0022,P00001,CH00001,3,4.61
543,2022-02-28,C0059,P00029,CH00001,9,9.0
544,2022-05-31,C0030,P00013,CH00002,7,14.18
545,2021-10-31,C0070,P00004,CH00003,9,13.28
546,2021-02-28,C0004,P00036,CH00003,6,3.15
547,2021-06-30,C0085,P00060,CH00003,6,14.83
548,2021-10-31,C0027,P00012,CH00001,4,12.71
549,2023-08-31,C0043,P00040,CH00002,3,22.6
550,2024-07-31,C0065,P00017,CH00003,1,0.48
551,2023-09-30,C0007,P00002,CH00001,8,4.31
552,2022-08-31,C0077,P00003,CH00003,7,8.65
553,2023-09-30,C0040,P00041,CH00001,5,25.16
554,2023-02-28,C0093,P00037,CH00002,8,11.22
555,2022-03-31,C0062,P00060,CH00002,2,24.09
556,2022-05-31,C0052,P00052,CH00002,5,29.1
557,2023-08-31,C0017,P00043,CH00002,10,0.37
558,2021-05-31,C0097,P00008,CH00002,2,28.2
559,2022-12-31,C0014,P00049,CH00001,2,12.14
560,2021-09-30,C0047,P00015,CH00002,8,14.99
561,2021-02-28,C0039,P00041,CH00003,4,10.24
562,2024-04-30,C0080,P00057,CH00002,8,2.77
563,2023-03-31,C0043,P00030,CH00003,8,25.5
564,2021-10-31,C0042,P00002,CH00002,8,10.95
565,2022-10-31,C0096,P00042,CH00003,2,7.35
566,2023-01-31,C0082,P00020,CH00001,8,12.12
567,2024-07-31,C0039,P00030,CH00001,7,5.33
568,2023-10-31,C0054,P00002,CH00001,7,25.52
569,2024-12-31,C0030,P00060,CH00003,2,20.26
570,2023-11-30,C0015,P00029,CH00002,9,9.82
571,2021-03-31,C0036,P00038,CH00003,7,3.68
572,2024-06-30,C0035,P00003,CH00001,1,15.79
573,2024-04-30,C0051,P00007,CH00001,7,28.07
574,2023-03-31,C0021,P00020,CH00003,5,18.31
575,2023-06-30,C0007,P00051,CH00002,3,13.74
576,2024-01-31,C0054,P00057,CH00001,6,21.4
577,2024-02-29,C0042,P00044,CH00003,4,5.97
578,2021-07-31,C0069,P00039,CH00003,4,16.94
579,2021-04-30,C0078,P00009,CH00002,10,7.16
580,2024-03-31,C0074,P00001,CH00003,7,6.2
581,2022-10-31,C0024,P00020,CH00002,9,12.24
582,2023-07-31,C0097,P00019,CH00001,9,29.24
583,2023-02-28,C0053,P00046,CH00003,1,26.72
584,2023-12-31,C0087,P00029,CH00003,7,18.04
585,2024-01-31,C0006,P00058,CH00003,4,14.27
586,2024-04-30,C0090,P00034,CH00001,10,19.15
587,2024-01-31,C0036,P00012,CH00001,3,19.68
588,2024-07-31,C0095,P00038,CH00002,9,12.06
589,2024-07-31,C0092,P00029,CH00001,6,8.1
590,2022-12-31,C0081,P00030,CH00002,2,2.4
591,2023-08-31,C0017,P00003,CH00001,9,3.91
592,2021-04-30,C0071,P00024,CH00002,6,3.07
593,2024-08-31,C0084,P00044,CH00002,8,5.7
594,2022-12-31,C0052,P00018,CH00003,6,11.29
595,2024-09-30,C0043,P00046,CH00001,4,25.5
596,2023-11-30,C0004,P00027,CH00003,1,29.41
597,2023-08-31,C0016,P00050,CH00002,2,22.37
598,2024-07-31,C0062,P00053,CH00001,8,27.0
599,2021-10-31,C0036,P00003,CH00003,4,14.09
600,2023-11-30,C0043,P00002,CH00001,3,28.37
601,2024-02-29,C0099,P00038,CH00003,5,19.59
602,2022-01-31,C0091,P00009,CH00001,8,18.6
603,2024-02-29,C0024,P00058,CH00003,2,3.13
604,2021-04-30,C0077,P00051,CH00001,4,2.85
605,2021-08-31,C0054,P00041,CH00001,10,13.08
606,2022-11-30,C0051,P00028,CH00002,10,4.15
607,2022-01-31,C0014,P00042,CH00002,9,11.18
608,2022-07-31,C0044,P00023,CH00003,4,23.75
609,2022-10-31,C0013,P00044,CH00001,9,1.66
610,2024-10-31,C0077,P00033,CH00003,2,8.35
611,2022-01-31,C0056,P00030,CH00002,3,2.49
612,2022-01-31,C0066,P00033,CH00003,2,7.86
613,2022-12-31,C0004,P00008,CH00003,6,10.41
614,2022-12-31,C0058,P00031,CH00001,6,23.24
615,2022-11-30,C0045,P00018,CH00001,6,12.95
616,2023-03-31,C0018,P00008,CH00002,6,25.16
617,2021-08-31,C0070,P00020,CH00001,10,26.64
618,2021-06-30,C0081,P00027,CH00002,1,24.65
619,2023-09-30,C0053,P00053,CH00001,10,14.87
620,2024-08-31,C0008,P00014,CH00003,6,2.35
621,2022-04-30,C0070,P00053,CH00001,9,6.27
622,2021-11-30,C0100,P00057,CH00002,7,0.22
623,2021-05-31,C0020,P00047,CH00001,6,18.95
624,2024-03-31,C0008,P00032,CH00002,4,21.42
625,2023-09-30,C0049,P00016,CH00001,4,14.03
626,2021-05-31,C0052,P00021,CH00002,3,16.96
627,2024-01-31,C0003,P00014,CH00001,7,16.53
628,2021-01-31,C0080,P00054,CH00001,4,8.34
629,2021-06-30,C0075,P00048,CH00001,4,6.17
630,2024-12-31,C0057,P00017,CH00002,3,3.38
631,2024-01-31,C0077,P00037,CH00001,1,29.64
632,2024-02-29,C0009,P00023,CH00003,1,28.27
633,2022-10-31,C0059,P00022,CH00002,6,4.22
634,2023-06-30,C0057,P00057,CH00001,3,26.46
635,2024-12-31,C0094,P00053,CH00002,4,16.1
636,2021-09-30,C0038,P00059,CH00003,10,9.96
637,2021-06-30,C0008,P00052,CH00002,6,27.39
638,2022-07-31,C0006,P00054,CH00003,1,3.96
639,2022-03-31,C0014,P00031,CH00003,3,16.1
640,2024-12-31,C0072,P00057,CH00003,9,21.53
641,2023-10-31,C0061,P00056,CH00003,7,16.79
642,2023-07-31,C0003,P00018,CH00001,6,23.88
643,2022-02-28,C0033,P00055,CH00001,8,13.9
644,2024-12-31,C0012,P00008,CH00003,2,22.04
645,2023-03-31,C0050,P00007,CH00002,9,10.58
646,2024-05-31,C0079,P00023,CH00003,6,0.56
647,2023-08-31,C0069,P00052,CH00003,6,2.4
648,2024-02-29,C0098,P00024,CH00002,6,1.21
649,2022-09-30,C0020,P00023,CH00002,4,6.93
650,2023-11-30,C0080,P00048,CH00003,2,21.48
651,2024-08-31,C0057,P00023,CH00003,6,4.4
652,2023-09-30,C0082,P00042,CH00003,3,24.68
653,2021-01-31,C0058,P00059,CH00002,8,11.47
654,2023-06-30,C0046,P00028,CH00003,9,9.53
655,2022-12-31,C0004,P00026,CH00003,7,27.09
656,2024-10-31,C0050,P00034,CH00002,2,22.35
657,2021-10-31,C0025,P00040,CH00002,4,11.25
658,2023-07-31,C0051,P00026,CH00003,6,9.59
659,2024-02-29,C0051,P00002,CH00001,3,21.13
660,2021-10-31,C0079,P00045,CH00003,6,26.58
661,2022-09-30,C0059,P00058,CH00002,1,28.67
662,2022-03-31,C0041,P00011,CH00001,1,1.5
663,2024-11-30,C0045,P00041,CH00001,3,24.01
664,2022-06-30,C0084,P00018,CH00002,4,6.55
665,2021-02-28,C0097,P00050,CH00001,2,1.02
666,2024-05-31,C0071,P00023,CH00001,5,28.34
667,2022-06-30,C0096,P00025,CH00002,10,14.25
668,2022-11-30,C0049,P00020,CH00002,4,6.38
669,2024-10-31,C0031,P00032,CH00002,4,18.69
670,2024-11-30,C0010,P00003,CH00001,3,8.03
671,2023-03-31,C0079,P00004,CH00002,6,26.11
672,2024-10-31,C0095,P00048,CH00001,10,7.68
673,2021-10-31,C0006,P00002,CH00003,7,13.67
674,2021-11-30,C0084,P00027,CH00003,4,12.44
675,2024-09-30,C0044,P00017,CH00003,4,17.31
676,2022-11-30,C0048,P00009,CH00001,5,11.79
677,2021-01-31,C0009,P00020,CH00002,6,1.85
678,2023-07-31,C0019,P00007,CH00003,7,13.78
679,2022-08-31,C0007,P00050,CH00001,1,17.93
680,2023-09-30,C0037,P00025,CH00001,10,2.61
681,2024-01-31,C0024,P00060,CH00003,5,10.15
682,2023-01-31,C0020,P00046,CH00003,3,15.05
683,2024-04-30,C0035,P00030,CH00001,5,17.12
684,2022-12-31,C0011,P00015,CH00002,8,22.84
685,2022-04-30,C0069,P00002,CH00001,3,16.73
686,2022-09-30,C0079,P00053,CH00002,10,14.56
687,2022-12-31,C0071,P00034,CH00003,3,20.51
688,2024-01-31,C0051,P00053,CH00001,9,19.55
689,2023-10-31,C0010,P00007,CH00001,6,4.05
690,2023-01-31,C0051,P00046,CH00002,10,1.15
691,2024-12-31,C0057,P00059,CH00003,9,28.09
692,2022-08-31,C0072,P00043,CH00002,4,17.29
693,2023-01-31,C0099,P00019,CH00003,6,15.37
694,2024-08-31,C0094,P00021,CH00003,5,1.94
695,2024-07-31,C0056,P00043,CH00001,9,27.92
696,2022-05-31,C0034,P00022,CH00002,2,26.77
697,2024-09-30,C0018,P00035,CH00001,9,11.2
698,2024-04-30,C0075,P00033,CH00002,2,23.99
699,2023-07-31,C0070,P00003,CH00001,10,16.55
700,2024-10-31,C0038,P00052,CH00003,4,14.91
701,2022-06-30,C0022,P00052,CH00003,6,7.85
702,2023-10-31,C0080,P00018,CH00003,1,26.32
703,2022-08-31,C0009,P00001,CH00002,6,16.56
704,2023-12-31,C0086,P00011,CH00001,1,19.23
705,2023-07-31,C0078,P00051,CH00002,5,16.31
706,2023-04-30,C0066,P00017,CH00003,1,2.53
707,2024-02-29,C0023,P00035,CH00001,2,2.96
708,2023-12-31,C0098,P00034,CH00002,10,0.91
709,2022-03-31,C0074,P00001,CH00001,5,4.57
710,2024-11-30,C0072,P00024,CH00002,8,9.51
711,2024-05-31,C0062,P00036,CH00002,5,7.4
712,2023-03-31,C0072,P00047,CH00003,6,2.76
713,2021-05-31,C0055,P00033,CH00003,4,5.34
714,2022-08-31,C0073,P00023,CH00002,9,13.31
715,2023-01-31,C0020,P00010,CH00003,10,8.18
716,2021-09-30,C0042,P00026,CH00002,3,13.52
717,2023-06-30,C0085,P00041,CH00001,9,5.25
718,2021-01-31,C0007,P00004,CH00001,8,5.63
719,2023-02-28,C0025,P00049,CH00001,7,12.65
720,2024-12-31,C0044,P00001,CH00003,8,22.16
721,2023-12-31,C0006,P00060,CH00003,1,16.2
722,2022-06-30,C0064,P00053,CH00001,7,4.91
723,2021-08-31,C0020,P00038,CH00003,7,21.98
724,2024-11-30,C0040,P00009,CH00003,2,4.39
725,2022-10-31,C0029,P00041,CH00002,4,14.82
726,2024-10-31,C0094,P00032,CH00003,5,0.71
727,2021-07-31,C0070,P00034,CH00003,6,17.23
728,2023-01-31,C0006,P00031,CH00001,3,9.38
729,2022-06-30,C0059,P00046,CH00003,3,13.13
730,2024-09-30,C0057,P00017,CH00002,3,16.17
731,2023-10-31,C0064,P00008,CH00003,1,2.1
732,2022-01-31,C0084,P00023,CH00001,7,27.17
733,2024-08-31,C0050,P00034,CH00001,1,26.35
734,2023-12-31,C0046,P00050,CH00002,9,6.78
735,2024-03-31,C0004,P00036,CH00001,10,4.2
736,2021-01-31,C0068,P00040,CH00002,7,20.84
737,2023-05-31,C0052,P00054,CH00002,4,24.3
738,2022-06-30,C0082,P00002,CH00001,8,12.72
739,2023-01-31,C0072,P00052,CH00003,9,8.74
740,2021-03-31,C0084,P00016,CH00003,6,8.0
741,2023-12-31,C0048,P00018,CH00003,10,24.22
742,2024-10-31,C0094,P00047,CH00001,3,9.37
743,2023-07-31,C0076,P00048,CH00002,7,13.06
744,2024-07-31,C0030,P00032,CH00003,1,18.72
745,2024-12-31,C0070,P00037,CH00001,5,21.93
746,2022-04-30,C0009,P00054,CH00002,1,27.9
747,2023-05-31,C0081,P00027,CH00002,2,27.52
748,2021-05-31,C0023,P00015,CH00003,6,18.94
749,2023-10-31,C0074,P00050,CH00001,8,13.37
750,2022-11-30,C0022,P00055,CH00002,2,14.02
751,2023-08-31,C0086,P00015,CH00002,4,21.26
752,2022-07-31,C0041,P00027,CH00001,7,13.62
753,2022-09-30,C0084,P00050,CH00002,7,24.23
754,2021-03-31,C0085,P00030,CH00003,3,0.24
755,2023-09-30,C0081,P00032,CH00002,1,28.96
756,2023-05-31,C0066,P00005,CH00002,10,2.97
757,2021-04-30,C0018,P00035,CH00002,8,20.08
758,2023-04-30,C0041,P00041,CH00001,9,2.06
759,2024-04-30,C0088,P00024,CH00001,6,23.51
760,2021-06-30,C0053,P00048,CH00001,4,26.92
761,2022-02-28,C0089,P00004,CH00002,8,25.51
762,2023-09-30,C0095,P00032,CH00001,3,25.7
763,2024-04-30,C0004,P00030,CH00003,1,15.08
764,2023-10-31,C0053,P00034,CH00002,2,16.07
765,2023-04-30,C0012,P00047,CH00001,4,16.1
766,2024-11-30,C0027,P00050,CH00003,7,12.64
767,2023-12-31,C0013,P00036,CH00001,5,0.88
768,2022-01-31,C0099,P00045,CH00001,2,15.8
769,2024-10-31,C0061,P00023,CH00003,4,25.88
770,2023-06-30,C0020,P00015,CH00001,2,7.89
771,2023-10-31,C0052,P00048,CH00003,8,15.26
772,2021-07-31,C0021,P00038,CH00003,3,3.88
773,2023-08-31,C0066,P00023,CH00003,6,10.24
774,2021-04-30,C0015,P00052,CH00001,6,3.73
775,2024-08-31,C0083,P00002,CH00001,3,29.68
776,2021-09-30,C0096,P00001,CH00002,5,18.4
777,2023-07-31,C0019,P00059,CH00003,6,14.2
778,2022-10-31,C0050,P00034,CH00002,9,1.56
779,2023-10-31,C0092,P00036,CH00003,5,22.89
780,2022-10-31,C0061,P00034,CH00003,5,19.06
781,2021-11-30,C0055,P00026,CH00003,1,14.94
782,2023-11-30,C0007,P00053,CH00001,2,12.1
783,2024-08-31,C0068,P00030,CH00001,8,14.92
784,2023-07-31,C0012,P00057,CH00003,4,6.92
785,2023-03-31,C0097,P00058,CH00002,1,6.01
786,2024-11-30,C0054,P00003,CH00002,2,21.8
787,2021-04-30,C0082,P00027,CH00001,3,20.65
788,2024-07-31,C0058,P00047,CH00001,8,15.5
789,2023-03-31,C0001,P00025,CH00003,10,29.92
790,2022-04-30,C0039,P00008,CH00001,3,17.9
791,2021-09-30,C0052,P00032,CH00003,10,17.05
792,2022-05-31,C0026,P00040,CH00002,8,3.16
793,2024-03-31,C0004,P00047,CH00002,4,12.28
794,2022-05-31,C0029,P00006,CH00002,10,12.82
795,2024-05-31,C0053,P00046,CH00001,9,14.5
796,2022-06-30,C0009,P00036,CH00002,10,3.85
797,2023-05-31,C0080,P00025,CH00001,4,19.96
798,2021-12-31,C0038,P00002,CH00003,9,11.49
799,2023-03-31,C0008,P00032,CH00001,8,15.29
800,2024-01-31,C0093,P00039,CH00001,5,2.21
801,2021-11-30,C0094,P00049,CH00003,10,24.82
802,2023-01-31,C0091,P00042,CH00002,4,25.37
803,2022-08-31,C0029,P00057,CH00003,7,19.04
804,2024-10-31,C0010,P00033,CH00001,5,25.87
805,2024-12-31,C0014,P00030,CH00002,5,14.29
806,2024-06-30,C0078,P00009,CH00001,5,5.5
807,2021-10-31,C0006,P00014,CH00002,3,13.06
808,2024-05-31,C0073,P00052,CH00002,10,10.47
809,2022-12-31,C0025,P00030,CH00001,8,18.03
810,2021-11-30,C0052,P00054,CH00003,1,20.72
811,2024-01-31,C0078,P00023,CH00003,3,6.15
812,2021-03-31,C0087,P00048,CH00002,9,19.72
813,2024-01-31,C0039,P00032,CH00002,10,12.42
814,2023-04-30,C0055,P00025,CH00002,9,2.44
815,2021-01-31,C0082,P00018,CH00002,8,19.85
816,2021-07-31,C0080,P00057,CH00002,4,16.51
817,2021-04-30,C0033,P00007,CH00002,10,1.67
818,2022-10-31,C0046,P00054,CH00003,9,28.8
819,2022-07-31,C0019,P00021,CH00002,5,10.66
820,2021-08-31,C0017,P00031,CH00003,6,18.99
821,2021-02-28,C0066,P00007,CH00001,7,29.29
822,2024-02-29,C0015,P00024,CH00003,4,27.74
823,2022-08-31,C0037,P00023,CH00003,3,1.06
824,2024-07-31,C0095,P00011,CH00002,4,12.64
825,2021-03-31,C0022,P00003,CH00003,6,24.18
826,2024-02-29,C0033,P00006,CH00003,6,0.89
827,2021-12-31,C0023,P00028,CH00002,8,11.24
828,2024-12-31,C0005,P00019,CH00002,6,6.11
829,2023-02-28,C0071,P00052,CH00001,2,5.25
830,2021-12-31,C0041,P00020,CH00003,6,16.34
831,2024-10-31,C0094,P00011,CH00003,6,26.41
832,2023-11-30,C0088,P00035,CH00002,4,9.09
833,2023-09-30,C0057,P00007,CH00001,1,0.83
834,2024-08-31,C0026,P00042,CH00003,8,26.66
835,2021-01-31,C0059,P00036,CH00003,10,8.39
836,2021-05-31,C0051,P00029,CH00003,1,5.17
837,2023-05-31,C0008,P00046,CH00001,9,20.84
838,2023-12-31,C0066,P00028,CH00001,1,11.61
839,2023-02-28,C0099,P00052,CH00002,6,28.73
840,2023-09-30,C0059,P00031,CH00001,4,0.66
841,2024-10-31,C0056,P00034,CH00002,1,8.73
842,2022-10-31,C0074,P00024,CH00003,5,8.86
843,2023-05-31,C0076,P00046,CH00003,3,1.25
844,2023-06-30,C0040,P00004,CH00003,5,8.14
845,2023-07-31,C0018,P00050,CH00001,7,0.66
846,2024-12-31,C0090,P00040,CH00001,1,29.32
847,2022-12-31,C0030,P00050,CH00003,9,9.25
848,2024-02-29,C0001,P00023,CH00003,7,6.95
849,2022-12-31,C0065,P00007,CH00003,1,23.57
850,2021-08-31,C0046,P00059,CH00002,8,28.5
851,2023-09-30,C0061,P00036,CH00001,10,2.38
852,2021-03-31,C0052,P00034,CH00003,8,18.35
853,2023-02-28,C0019,P00043,CH00001,6,21.19
854,2024-09-30,C0025,P00044,CH00003,2,19.41
855,2022-12-31,C0019,P00049,CH00003,10,15.63
856,2024-07-31,C0070,P00039,CH00001,8,3.4
857,2023-05-31,C0069,P00048,CH00002,8,20.25
858,2022-03-31,C0023,P00044,CH00002,2,27.24
859,2023-01-31,C0089,P00022,CH00003,5,22.36
860,2023-11-30,C0046,P00024,CH00002,10,21.34
861,2024-10-31,C0010,P00043,CH00001,8,6.89
862,2024-11-30,C0088,P00031,CH00003,1,6.42
863,2024-08-31,C0042,P00012,CH00001,4,3.85
864,2024-06-30,C0060,P00050,CH00003,8,1.49
865,2023-06-30,C0017,P00027,CH00001,3,9.29
866,2021-07-31,C0094,P00053,CH00003,10,8.52
867,2022-03-31,C0030,P00009,CH00002,5,16.89
868,2024-07-31,C0006,P00020,CH00003,7,27.87
869,2021-03-31,C0023,P00017,CH00002,5,11.0
870,2023-04-30,C0059,P00049,CH00002,6,11.31
871,2024-12-31,C0061,P00032,CH00003,8,1.22
872,2023-11-30,C0039,P00006,CH00003,5,3.75
873,2024-06-30,C0070,P00013,CH00001,9,23.27
874,2021-10-31,C0047,P00056,CH00002,2,13.55
875,2022-10-31,C0039,P00005,CH00003,4,1.35
876,2022-12-31,C0064,P00031,CH00001,4,10.79
877,2023-02-28,C0086,P00055,CH00003,9,16.14
878,2021-12-31,C0094,P00029,CH00002,7,17.02
879,2023-03-31,C0027,P00039,CH00003,3,15.45
880,2022-07-31,C0059,P00022,CH00001,4,9.13
881,2022-09-30,C0010,P00034,CH00002,10,0.68
882,2022-09-30,C0066,P00042,CH00003,7,9.67
883,2021-02-28,C0059,P00060,CH00003,8,0.85
884,2023-08-31,C0092,P00007,CH00003,8,28.16
885,2021-12-31,C0071,P00017,CH00003,7,20.44
886,2021-08-31,C0039,P00034,CH00003,5,11.31
887,2021-09-30,C0063,P00025,CH00001,1,22.52
888,2023-11-30,C0009,P00057,CH00002,8,2.72
889,2023-01-31,C0069,P00046,CH00002,7,26.99
890,2023-06-30,C0083,P00040,CH00002,2,27.71
891,2022-03-31,C0044,P00054,CH00003,5,3.0
892,2022-07-31,C0059,P00023,CH00001,6,4.73
893,2021-11-30,C0088,P00005,CH00002,8,23.12
894,2024-07-31,C0012,P00012,CH00001,10,4.58
895,2023-05-31,C0016,P00040,CH00001,8,9.94
896,2021-05-31,C0066,P00039,CH00002,7,17.37
897,2024-10-31,C0100,P00057,CH00002,1,6.97
898,2022-02-28,C0090,P00019,CH00003,3,21.22
899,2024-03-31,C0062,P00010,CH00001,2,11.25
900,2023-01-31,C0019,P00038,CH00001,1,24.7
901,2022-04-30,C0061,P00045,CH00001,8,6.58
902,2023-12-31,C0062,P00016,CH00003,2,9.88
903,2023-06-30,C0070,P00041,CH00003,1,26.9
904,2023-05-31,C0043,P00040,CH00001,7,1.16
905,2024-06-30,C0025,P00035,CH00003,1,19.94
906,2021-12-31,C0040,P00024,CH00002,6,10.63
907,2021-12-31,C0006,P00033,CH00001,4,22.64
908,2022-03-31,C0054,P00047,CH00003,8,3.75
909,2024-01-31,C0050,P00048,CH00001,6,21.73
910,2023-11-30,C0043,P00016,CH00003,6,5.25
911,2023-05-31,C0045,P00007,CH00001,10,15.98
912,2024-04-30,C0054,P00026,CH00003,2,11.41
913,2021-11-30,C0002,P00025,CH00003,3,2.26
914,2024-03-31,C0042,P00036,CH00003,4,6.15
915,2022-03-31,C0006,P00027,CH00002,8,11.81
916,2023-11-30,C0073,P00010,CH00002,10,4.52
917,2024-08-31,C0084,P00014,CH00003,3,6.32
918,2024-09-30,C0032,P00060,CH00003,2,18.93
919,2023-06-30,C0043,P00020,CH00002,10,6.08
920,2024-06-30,C0100,P00051,CH00002,1,27.0
921,2024-12-31,C0027,P00023,CH00002,3,15.16
922,2024-08-31,C0012,P00003,CH00001,2,12.21
923,2023-03-31,C0051,P00003,CH00003,9,9.21
924,2023-04-30,C0033,P00040,CH00001,3,21.06
925,2024-08-31,C0097,P00007,CH00002,9,6.68
926,2021-09-30,C0096,P00057,CH00002,8,19.93
927,2023-12-31,C0015,P00023,CH00003,5,27.05
928,2021-06-30,C0049,P00041,CH00003,1,12.87
929,2022-02-28,C0036,P00004,CH00002,4,16.87
930,2023-11-30,C0010,P00011,CH00003,2,21.36
931,2022-02-28,C0008,P00010,CH00001,3,28.0
932,2022-06-30,C0085,P00043,CH00001,5,27.46
933,2021-07-31,C0060,P00012,CH00001,4,6.05
934,2021-02-28,C0066,P00051,CH00003,8,6.32
935,2022-03-31,C0004,P00022,CH00002,2,29.68
936,2024-03-31,C0085,P00048,CH00002,4,12.9
937,2024-05-31,C0051,P00035,CH00001,10,9.97
938,2024-10-31,C0049,P00034,CH00001,4,18.43
939,2022-05-31,C0005,P00001,CH00003,5,21.57
940,2022-02-28,C0082,P00006,CH00001,5,20.46
941,2023-07-31,C0080,P00046,CH00001,9,16.22
942,2024-11-30,C0093,P00042,CH00003,3,1.62
943,2024-10-31,C0099,P00032,CH00001,5,23.35
944,2024-07-31,C0007,P00030,CH00003,5,6.58
945,2022-11-30,C0050,P00010,CH00002,9,26.48
946,2024-08-31,C0010,P00039,CH00002,5,12.37
947,2023-04-30,C0031,P00006,CH00002,2,22.99
948,2022-02-28,C0075,P00026,CH00003,6,20.03
949,2024-01-31,C0096,P00037,CH00002,9,20.78
950,2022-12-31,C0066,P00020,CH00003,6,2.95
951,2022-04-30,C0092,P00059,CH00002,9,6.78
952,2023-06-30,C0013,P00059,CH00001,4,2.06
953,2021-12-31,C0046,P00028,CH00002,9,20.1
954,2023-10-31,C0038,P00046,CH00003,9,3.3
955,2022-09-30,C0016,P00007,CH00002,5,21.71
956,2022-05-31,C0028,P00056,CH00003,3,0.34
957,2022-09-30,C0073,P00019,CH00001,8,7.78
958,2024-05-31,C0095,P00010,CH00002,3,4.51
959,2021-03-31,C0080,P00025,CH00001,1,16.96
960,2021-03-31,C0018,P00003,CH00003,9,3.2
961,2024-01-31,C0068,P00045,CH00003,4,21.88
962,2021-03-31,C0063,P00025,CH00002,1,16.84
963,2023-02-28,C0002,P00059,CH00001,4,10.81
964,2023-04-30,C0085,P00046,CH00001,5,14.09
965,2022-05-31,C0009,P00041,CH00002,4,7.63
966,2021-09-30,C0095,P00039,CH00001,1,16.8
967,2023-07-31,C0051,P00005,CH00002,8,22.8
968,2021-01-31,C0057,P00035,CH00003,8,4.55
969,2021-08-31,C0057,P00027,CH00002,5,12.46
970,2023-07-31,C0017,P00036,CH00003,8,5.23
971,2022-12-31,C0019,P00056,CH00002,4,15.61
972,2022-11-30,C0007,P00051,CH00003,3,4.32
973,2024-02-29,C0096,P00036,CH00003,2,5.35
974,2023-01-31,C0001,P00052,CH00001,5,27.18
975,2024-04-30,C0081,P00006,CH00003,4,12.77
976,2024-08-31,C0087,P00032,CH00001,7,15.23
977,2021-12-31,C0016,P00024,CH00001,1,22.86
978,2022-09-30,C0064,P00002,CH00002,6,29.46
979,2024-03-31,C0095,P00011,CH00002,3,8.97
980,2024-01-31,C0071,P00036,CH00002,1,14.57
981,2021-12-31,C0076,P00032,CH00003,3,2.21
982,2021-03-31,C0056,P00016,CH00001,3,6.96
983,2023-09-30,C0086,P00058,CH00001,2,18.88
984,2023-08-31,C0069,P00053,CH00002,6,22.42
985,2024-12-31,C0077,P00014,CH00001,2,12.35
986,2023-12-31,C0061,P00046,CH00001,3,1.91
987,2024-08-31,C0034,P00012,CH00002,10,7.22
988,2022-09-30,C0047,P00033,CH00002,5,9.41
989,2023-01-31,C0078,P00028,CH00002,7,26.73
990,2022-12-31,C0034,P00027,CH00001,10,16.66
991,2023-12-31,C0068,P00053,CH00001,1,20.45
992,2022-10-31,C0082,P00024,CH00003,1,1.5
993,2023-03-31,C0060,P00030,CH00003,6,3.32
994,2022-10-31,C0044,P00054,CH00001,6,18.09
